LAMBDACYHALOTHRINANDLB_LCY3,TIME[H]
0.04236666666666669,0.0
0.04140000000000002,0.24996361111111112
0.041133333333333355,0.49995527777777776
0.03823333333333334,0.7499525
0.04199999999999998,0.9999425000000001
0.03913333333333335,1.2499352777777777
0.040600000000000025,1.4999297222222223
0.03950000000000001,1.7499230555555556
0.040600000000000025,1.9999158333333333
0.040199999999999986,2.249912222222222
0.03790000000000002,2.499902777777778
0.043200000000000044,2.7498958333333334
0.04313333333333336,2.9998899999999997
0.050699999999999995,3.2498830555555553
0.051166666666666694,3.499876388888889
0.05719999999999997,3.749868333333333
0.06506666666666666,3.9998652777777775
0.0728,4.249856666666667
0.08483333333333337,4.499849444444445
0.0972666666666667,4.749842777777778
0.11066666666666672,4.999836388888889
0.1252666666666667,5.249828333333333
0.13946666666666663,5.4998233333333335
0.1586666666666667,5.749814444444444
0.1732333333333333,5.999808888888889
0.1935,6.249799166666667
0.21376666666666672,6.499797500000001
0.23410000000000003,6.749787222222222
0.2611333333333334,6.9997799999999994
0.2891,7.249773055555556
0.3216,7.499768888888889
0.34686666666666666,7.749759444444444
0.3773333333333333,7.999753055555556
0.4064000000000001,8.249745833333334
0.43423333333333325,8.499743055555555
0.4597,8.749732222222223
0.4840333333333333,8.999725277777777
0.5090999999999999,9.249720555555555
0.5333333333333332,9.499715555555555
0.5532000000000001,9.749706111111111
0.5731,9.999699166666668
0.5935666666666667,10.249691944444445
0.6096333333333334,10.499687777777776
0.6319,10.749678611111111
0.6432666666666665,10.99967138888889
0.6604666666666668,11.249666111111111
0.6758666666666665,11.499658888888888
0.6921999999999998,11.74965138888889
0.7054,11.999645277777777
0.7192000000000001,12.2496375
0.7333000000000001,12.499631944444445
0.7466999999999999,12.749624722222222
0.7628333333333333,12.999617777777779
0.7734666666666667,13.249613333333333
0.7852333333333332,13.49960361111111
0.7977333333333336,13.749596666666667
0.8082333333333332,13.999589444444444
0.8223,14.249583333333334
0.8350999999999997,14.499578611111112
0.8423333333333334,14.749569722222223
0.8551666666666667,14.999563333333333
0.8654666666666667,15.249559444444444
0.8753,15.499553055555557
0.8870666666666666,15.749544166666666
0.8964333333333334,15.999536111111112
0.9071333333333332,16.24953361111111
0.9113000000000001,16.499523611111112
0.9177999999999998,16.7495175
0.9290666666666665,16.999513333333333
0.9348000000000001,17.249505555555555
0.9440000000000001,17.499499999999998
0.9475666666666667,17.74949611111111
0.9576333333333334,17.99948611111111
0.9602,18.24948277777778
