TIME[H],DIAZINONANDLB_DIAZ18_blanked,DIAZINONANDLB_DIAZ23_blanked,DIAZINONANDLB_DIAZ26_blanked,DIAZINONANDLB_DIAZ28_blanked,DIAZINONANDLB_DIAZ8_blanked
0.0,0.008000000000000007,0.03966666666666667,0.021300000000000013,0.01256666666666667,0.02656666666666664
0.49995277777777775,0.013733333333333334,0.06679999999999997,0.03770000000000001,0.03826666666666667,0.05236666666666667
0.9999386111111112,0.024866666666666662,0.10543333333333331,0.05323333333333334,0.07403333333333333,0.11023333333333334
1.4999266666666666,0.04103333333333331,0.12816666666666668,0.06983333333333333,0.14433333333333334,0.16030000000000003
1.9999147222222222,0.0534,0.17400000000000002,0.0869333333333333,0.23679999999999998,0.2008666666666666
2.499899722222222,0.06736666666666666,0.19470000000000004,0.10416666666666669,0.3202666666666667,0.24780000000000002
2.9998844444444446,0.08083333333333334,0.20776666666666663,0.1215,0.3834333333333333,0.27949999999999997
3.4998722222222223,0.09526666666666667,0.22483333333333336,0.13846666666666665,0.4561666666666666,0.3171333333333334
3.999859166666667,0.10993333333333333,0.2422666666666666,0.1557666666666667,0.5085333333333333,0.35463333333333324
4.4998458333333335,0.12456666666666666,0.2582333333333333,0.17193333333333338,0.5719000000000001,0.3591
4.9998322222222225,0.13966666666666666,0.27803333333333335,0.18843333333333334,0.6409,0.3572666666666666
5.499819166666666,0.1533,0.2913,0.20489999999999997,0.711,0.35286666666666666
5.999805555555556,0.16703333333333334,0.3050666666666667,0.22033333333333335,0.7676999999999998,0.3551333333333334
6.499790555555555,0.18083333333333332,0.3207,0.23579999999999998,0.8127666666666666,0.3475666666666667
6.999777222222222,0.1938333333333333,0.3327333333333333,0.24993333333333329,0.8551666666666666,0.34153333333333336
7.499766388888888,0.20656666666666668,0.3468333333333333,0.26596666666666663,0.9018999999999999,0.34106666666666663
7.999750833333333,0.21813333333333335,0.3600666666666667,0.27823333333333333,0.9426666666666668,0.3436
8.499738888888889,0.23026666666666668,0.3718666666666667,0.29196666666666665,0.9833,0.34980000000000006
8.999724444444444,0.2422333333333333,0.38380000000000003,0.3056666666666667,1.0202333333333333,0.3579
9.49971,0.25316666666666665,0.3964,0.3181666666666667,1.0560666666666665,0.3645
9.999696944444445,0.26480000000000004,0.4106666666666667,0.3315,1.0855000000000001,0.3707333333333333
10.499684722222222,0.27540000000000003,0.4221333333333333,0.3447333333333333,1.1084666666666667,0.374
10.999669722222222,0.2866666666666666,0.43283333333333324,0.35496666666666665,1.1285333333333334,0.3763666666666667
