TIME[H],IMIDACLOPRIDANDG_IMID1Y_blanked,IMIDACLOPRIDANDG_IMID2_blanked,IMIDACLOPRIDANDG_IMID3_blanked,IMIDACLOPRIDANDG_IMID5_blanked,IMIDACLOPRIDANDG_IMID6_blanked,IMIDACLOPRIDANDG_IMID8_blanked,IMIDACLOPRIDANDG_IMID9Y_blanked
0.0,0.007666666666666683,0.007183333333333333,0.0022999999999999965,0.017600000000000005,0.003233333333333324,0.003500000000000003,0.003066666666666662
0.4999030555555556,0.008733333333333329,0.0077166666666666495,0.003066666666666662,0.019133333333333336,0.0035499999999999976,0.0036666666666666653,0.003616666666666657
0.9998905555555556,0.010033333333333339,0.008616666666666661,0.003166666666666651,0.020600000000000007,0.0038666666666666433,0.003799999999999998,0.003966666666666674
1.499875,0.010933333333333323,0.009916666666666657,0.002966666666666659,0.022166666666666668,0.004599999999999993,0.0037333333333333385,0.004233333333333325
1.9998608333333332,0.011433333333333337,0.01125000000000001,0.002966666666666673,0.023500000000000007,0.00495000000000001,0.003500000000000003,0.004383333333333336
2.4998483333333334,0.011999999999999997,0.013033333333333341,0.003066666666666662,0.024700000000000014,0.005833333333333329,0.0031666666666666787,0.004933333333333317
2.999835833333333,0.012299999999999991,0.014483333333333334,0.0029333333333333295,0.02566666666666667,0.006216666666666662,0.0028666666666666563,0.005049999999999999
3.4998244444444446,0.01253333333333334,0.01596666666666667,0.0030000000000000165,0.026366666666666663,0.00658333333333333,0.0025666666666666615,0.005049999999999999
3.999806388888889,0.013200000000000003,0.017749999999999988,0.0034999999999999892,0.026933333333333337,0.007283333333333336,0.0025000000000000022,0.005383333333333337
4.4997925,0.01369999999999999,0.019533333333333333,0.0037333333333333385,0.02763333333333333,0.00810000000000001,0.002799999999999997,0.005566666666666678
4.99977888888889,0.014099999999999988,0.021449999999999997,0.0039000000000000007,0.02800000000000001,0.008649999999999991,0.002699999999999994,0.005716666666666662
5.499766388888888,0.014166666666666675,0.02313333333333334,0.003799999999999998,0.027800000000000005,0.009499999999999995,0.0023999999999999994,0.005966666666666662
5.999752222222222,0.014200000000000004,0.025433333333333336,0.0037333333333333246,0.027166666666666672,0.01036666666666669,0.002433333333333343,0.006000000000000005
6.499737777777778,0.014666666666666661,0.02716666666666666,0.004299999999999998,0.02656666666666667,0.011366666666666664,0.0026333333333333486,0.006199999999999997
6.999725277777777,0.014833333333333323,0.029583333333333336,0.004400000000000001,0.02603333333333334,0.012266666666666676,0.0027333333333333237,0.006200000000000011
7.499711944444444,0.014666666666666661,0.03244999999999999,0.0044666666666666605,0.02526666666666666,0.013600000000000001,0.0024666666666666587,0.006599999999999995
7.999698055555555,0.014499999999999999,0.03700000000000002,0.004633333333333323,0.02473333333333333,0.01515000000000001,0.002266666666666667,0.006683333333333333
8.49968611111111,0.014633333333333332,0.04156666666666668,0.004700000000000024,0.024300000000000016,0.016783333333333345,0.002433333333333343,0.007050000000000001
8.999673333333334,0.01486666666666668,0.04588333333333333,0.0050000000000000044,0.023766666666666658,0.018283333333333346,0.0023000000000000104,0.006916666666666668
9.499659722222223,0.014866666666666667,0.05083333333333333,0.005333333333333329,0.023499999999999993,0.020600000000000007,0.0024666666666666587,0.007266666666666685
9.999648333333333,0.01443333333333334,0.054833333333333345,0.00520000000000001,0.023000000000000007,0.022849999999999995,0.0023000000000000104,0.007216666666666663
10.4996325,0.014233333333333334,0.059,0.005599999999999994,0.022366666666666674,0.025233333333333344,0.002166666666666678,0.007266666666666671
10.999620833333333,0.013966666666666669,0.06296666666666667,0.0052666666666666695,0.022000000000000006,0.028316666666666684,0.0020333333333333453,0.0075166666666666715
11.499605555555556,0.014133333333333331,0.06658333333333334,0.006000000000000005,0.021833333333333343,0.03163333333333332,0.0022666666666666807,0.00736666666666666
11.99959138888889,0.013766666666666663,0.07001666666666666,0.0059999999999999915,0.02133333333333333,0.035150000000000015,0.0019000000000000128,0.007216666666666677
12.499579166666667,0.013366666666666666,0.07331666666666667,0.006099999999999994,0.02109999999999998,0.03923333333333334,0.0019000000000000128,0.007333333333333331
12.999564444444445,0.012966666666666654,0.07700000000000001,0.006200000000000011,0.02073333333333334,0.04361666666666669,0.0017333333333333367,0.007416666666666669
13.49955138888889,0.012666666666666673,0.07995,0.006400000000000003,0.020566666666666664,0.048433333333333356,0.0018333333333333118,0.007733333333333328
13.999540555555555,0.01236666666666665,0.08326666666666668,0.006566666666666665,0.02026666666666667,0.052733333333333327,0.001899999999999985,0.0075333333333333224
14.499530555555555,0.012699999999999989,0.08626666666666666,0.00683333333333333,0.020333333333333314,0.05946666666666667,0.002066666666666661,0.007266666666666671
14.99950888888889,0.012066666666666684,0.08956666666666668,0.007000000000000006,0.020000000000000004,0.06609999999999999,0.001899999999999999,0.007533333333333336
15.499495555555557,0.011999999999999997,0.09308333333333337,0.006933333333333333,0.020066666666666663,0.07436666666666666,0.0021000000000000046,0.007433333333333347
15.999482222222221,0.011533333333333354,0.09651666666666667,0.007200000000000012,0.01973333333333334,0.08385000000000001,0.001899999999999999,0.007749999999999993
16.499471666666665,0.011666666666666659,0.09996666666666668,0.007466666666666663,0.019633333333333322,0.09201666666666669,0.0021999999999999797,0.0076166666666666605
16.999455,0.011133333333333342,0.10275000000000002,0.007333333333333317,0.01903333333333332,0.10044999999999998,0.0016666666666666635,0.007650000000000004
17.499441944444445,0.01103333333333334,0.10556666666666664,0.007500000000000007,0.019100000000000006,0.10835000000000002,0.001899999999999985,0.007650000000000018
17.999430555555556,0.010866666666666663,0.10821666666666666,0.007666666666666683,0.019166666666666665,0.11496666666666668,0.001999999999999988,0.007599999999999996
18.499414444444447,0.010600000000000012,0.11096666666666663,0.007833333333333331,0.01883333333333334,0.12165,0.001899999999999999,0.007816666666666666
18.999403055555554,0.010433333333333336,0.11366666666666664,0.007966666666666664,0.01870000000000001,0.12648333333333334,0.0019666666666666582,0.007949999999999999
19.49938611111111,0.010266666666666674,0.11648333333333334,0.008166666666666655,0.01849999999999999,0.1300833333333333,0.001899999999999999,0.008016666666666658
19.999371944444444,0.010433333333333322,0.11904999999999999,0.00843333333333332,0.01886666666666667,0.13266666666666665,0.0022999999999999965,0.007933333333333334
20.49936,0.010033333333333339,0.12098333333333333,0.008333333333333331,0.018299999999999997,0.13526666666666667,0.0020333333333333453,0.007966666666666664
20.99934777777778,0.009900000000000006,0.12318333333333337,0.008200000000000013,0.018166666666666678,0.13781666666666664,0.002266666666666667,0.008249999999999993
21.499335277777778,0.0097,0.12585000000000002,0.008699999999999986,0.01830000000000001,0.13871666666666665,0.002333333333333326,0.008050000000000002
21.999319999999997,0.0097,0.1279833333333333,0.008599999999999997,0.01826666666666668,0.14014999999999997,0.0023999999999999994,0.00821666666666665
22.49930888888889,0.009599999999999997,0.1299,0.008866666666666675,0.018000000000000002,0.1413333333333333,0.0027333333333333376,0.008233333333333342
22.99929361111111,0.009533333333333338,0.13165,0.008900000000000005,0.018066666666666675,0.14203333333333332,0.002799999999999997,0.008233333333333329
23.499280555555558,0.009466666666666651,0.13386666666666663,0.008999999999999994,0.018266666666666667,0.1430833333333333,0.0032999999999999974,0.008183333333333334
23.99926472222222,0.009433333333333321,0.1358,0.009166666666666656,0.018033333333333332,0.14389999999999997,0.0034000000000000002,0.008366666666666661
24.499251944444445,0.00916666666666667,0.13788333333333333,0.009300000000000003,0.017700000000000007,0.14455,0.003866666666666657,0.008416666666666656
24.999238333333334,0.009200000000000014,0.13976666666666665,0.009366666666666662,0.018000000000000002,0.1451,0.004333333333333342,0.008466666666666664
25.499225555555554,0.009099999999999997,0.14161666666666667,0.009233333333333343,0.017633333333333334,0.14583333333333334,0.004833333333333342,0.008466666666666664
25.99921416666667,0.008900000000000005,0.14281666666666665,0.009333333333333332,0.017666666666666678,0.14618333333333336,0.005500000000000019,0.00838333333333334
26.4991975,0.008800000000000002,0.14428333333333337,0.009233333333333343,0.0174,0.14651666666666666,0.00633333333333333,0.00841666666666667
26.99918333333333,0.008800000000000002,0.14558333333333334,0.009266666666666673,0.017400000000000013,0.14715,0.007300000000000015,0.008650000000000005
27.499170833333334,0.008433333333333334,0.12938333333333335,0.008999999999999994,0.017200000000000007,0.14764999999999998,0.00810000000000001,0.008683333333333335
27.999156944444444,0.008433333333333348,0.14893333333333333,0.009533333333333338,0.017200000000000007,0.14798333333333336,0.009500000000000008,0.008483333333333343
28.4991425,0.008466666666666664,0.1501333333333333,0.009300000000000003,0.017033333333333345,0.14813333333333334,0.010900000000000007,0.00866666666666667
28.99912888888889,0.008566666666666695,0.15139999999999998,0.009300000000000003,0.017033333333333345,0.14861666666666665,0.012400000000000008,0.008683333333333335
29.49911611111111,0.00839999999999999,0.1526,0.009466666666666679,0.01686666666666667,0.149,0.013666666666666674,0.008766666666666659
29.9991025,0.008000000000000007,0.15395,0.009433333333333335,0.016733333333333322,0.1498,0.015100000000000002,0.008933333333333321
30.49908861111111,0.008400000000000005,0.15555,0.009066666666666681,0.01696666666666667,0.15021666666666667,0.016933333333333342,0.008549999999999988
30.999075,0.008299999999999988,0.15663333333333335,0.009066666666666653,0.01706666666666666,0.15081666666666668,0.018199999999999994,0.008649999999999991
31.499061944444446,0.008200000000000013,0.15759999999999996,0.009433333333333335,0.016900000000000012,0.15136666666666668,0.019600000000000006,0.008766666666666686
31.99904944444444,0.008033333333333337,0.15891666666666668,0.009399999999999992,0.016566666666666674,0.15191666666666667,0.02103333333333335,0.008749999999999994
32.49903833333333,0.007733333333333342,0.16011666666666666,0.009400000000000006,0.016466666666666657,0.15226666666666666,0.02223333333333334,0.008766666666666659
32.99902138888889,0.007900000000000004,0.1609333333333333,0.009099999999999983,0.01633333333333334,0.15266666666666664,0.023766666666666686,0.008899999999999977
33.49900944444444,0.007933333333333334,0.16203333333333333,0.009099999999999983,0.016399999999999998,0.15296666666666667,0.025099999999999997,0.008866666666666675
33.99899583333333,0.007700000000000012,0.1631833333333333,0.009099999999999997,0.01630000000000001,0.15319999999999998,0.026333333333333347,0.008866666666666648
