IMIDACLOPRID_IMID2,IMIDACLOPRID_IMID3,IMIDACLOPRID_IMID5,IMIDACLOPRID_IMID8,TIME[H]
0.0,0.02993333333333334,0.002799999999999969,0.0,0.0
0.0,0.031166666666666648,0.003700000000000009,0.0,0.2499638888888889
0.0,0.033133333333333376,0.00250000000000003,0.0,0.4999538888888889
0.0,0.029933333333333312,0.000566666666666632,0.0,0.7499463888888889
0.0,0.03300000000000003,0.0010000000000000286,0.0,0.99994
0.0,0.030566666666666686,0.0,0.0,1.2499347222222223
0.0,0.032999999999999974,0.0010333333333333306,0.0,1.4999294444444444
0.0,0.03743333333333332,0.0039000000000000146,0.0,1.7499219444444445
0.0,0.03309999999999999,0.002233333333333337,0.0,1.9999130555555555
0.0,0.03610000000000005,0.0034333333333333715,0.0,2.2499066666666665
0.0,0.031066666666666687,0.0,0.0,2.499899444444445
0.0,0.03476666666666667,0.0028000000000000247,6.666666666665932e-05,2.749893888888889
0.0,0.032200000000000034,0.0,0.0,2.9998858333333334
0.0,0.03806666666666664,0.0044999999999999485,0.005533333333333307,3.2498802777777778
0.0,0.034833333333333355,0.0024666666666667003,0.003233333333333338,3.499871111111111
0.0,0.032566666666666716,0.0,0.0018666666666666831,3.7498694444444447
0.0,0.037599999999999995,0.0040999999999999925,0.008900000000000019,3.999859166666667
0.0,0.03870000000000004,0.0036333333333333495,0.009600000000000025,4.249853333333333
0.0,0.03740000000000002,0.0023000000000000242,0.012633333333333358,4.499845555555555
0.0,0.03630000000000003,0.0002999999999999947,0.011399999999999966,4.7498377777777785
0.0,0.03583333333333333,0.0027000000000000357,0.016233333333333377,4.999831944444445
0.0,0.03686666666666666,0.004133333333333322,0.018633333333333307,5.249824722222222
0.0,0.03386666666666663,0.0,0.01903333333333329,5.4998161111111115
0.0,0.035333333333333355,0.0003666666666666818,0.023999999999999994,5.749813333333334
0.0,0.03689999999999999,0.0030333333333333323,0.027799999999999964,5.999804166666666
0.0,0.036099999999999965,0.002633333333333293,0.029766666666666663,6.249797500000001
0.0022999999999999687,0.03926666666666667,0.0030333333333333323,0.035966666666666675,6.499790833333333
0.003966666666666674,0.03930000000000003,0.004933333333333345,0.03836666666666666,6.749783055555556
0.0040999999999999925,0.037433333333333374,0.0029000000000000137,0.04016666666666671,6.999776944444444
0.00413333333333335,0.03536666666666666,0.002400000000000041,0.040633333333333355,7.249769444444444
0.007299999999999973,0.03576666666666664,0.0007999999999999674,0.04423333333333329,7.499766111111111
0.007733333333333342,0.0358,0.00026666666666666505,0.0461,7.749759166666667
0.013600000000000029,0.037699999999999984,0.001966666666666672,0.04999999999999999,7.999749722222222
0.017833333333333368,0.03866666666666671,0.0031666666666667065,0.05373333333333338,8.249744999999999
0.016599999999999976,0.0333333333333333,0.0007999999999999674,0.0509333333333333,8.499736666666667
0.022799999999999987,0.03820000000000001,0.003066666666666662,0.05846666666666667,8.749729722222222
0.027000000000000024,0.03900000000000006,0.004233333333333367,0.05983333333333335,8.9997225
0.027466666666666667,0.03623333333333337,0.0017666666666666664,0.05973333333333333,9.249715833333333
0.030899999999999955,0.03836666666666663,0.002466666666666645,0.06456666666666666,9.499711111111111
0.03143333333333334,0.03426666666666667,0.001166666666666677,0.062333333333333324,9.749705
0.03603333333333336,0.03603333333333336,0.001600000000000018,0.0664666666666667,9.999698055555555
0.03760000000000002,0.037633333333333324,0.0010000000000000009,0.06503333333333333,10.249690277777779
0.04133333333333333,0.03543333333333332,0.0020333333333333314,0.06806666666666664,10.499682222222223
0.043866666666666665,0.03893333333333335,0.0010999999999999899,0.07093333333333332,10.749674444444445
0.047300000000000064,0.03553333333333333,0.0008000000000000229,0.07243333333333332,10.9996675
0.05143333333333333,0.03673333333333331,0.0015333333333333588,0.07436666666666666,11.249660277777778
0.054400000000000004,0.03670000000000001,0.0028000000000000247,0.07683333333333334,11.499656666666667
0.055466666666666636,0.035966666666666675,0.001366666666666655,0.07523333333333332,11.74964777777778
0.05773333333333333,0.03773333333333331,0.0,0.07589999999999997,11.999643333333333
0.06243333333333337,0.03846666666666668,0.002866666666666684,0.07953333333333334,12.249634722222222
0.06273333333333336,0.03613333333333335,0.0,0.0783666666666667,12.499628611111111
0.06576666666666672,0.03459999999999999,0.0007333333333333636,0.0803666666666667,12.749620555555556
0.06949999999999998,0.03573333333333331,0.0015666666666666884,0.08400000000000002,12.999613055555557
0.07176666666666667,0.034366666666666656,0.0,0.08230000000000001,13.249607222222224
0.07623333333333335,0.03570000000000001,0.0018333333333333257,0.08579999999999999,13.49959777777778
0.07646666666666666,0.03623333333333337,0.0,0.08486666666666667,13.749595833333332
0.0786,0.03413333333333332,0.0,0.08443333333333328,13.999588888888889
0.08189999999999997,0.03603333333333336,0.0,0.0852,14.249579444444443
0.08503333333333335,0.03476666666666667,0.0,0.08776666666666672,14.499572222222222
0.08553333333333332,0.03506666666666669,0.001266666666666666,0.08843333333333331,14.749565555555556
0.08933333333333338,0.03870000000000001,0.0022666666666666946,0.09143333333333337,14.999558888888888
0.09133333333333338,0.03313333333333332,0.0001666666666666483,0.08853333333333332,15.2495525
0.09346666666666661,0.03466666666666662,0.0,0.08929999999999999,15.499547222222223
0.09626666666666667,0.03373333333333331,0.0,0.09076666666666669,15.74954111111111
0.09943333333333337,0.03210000000000002,0.0,0.09143333333333331,15.999531944444445
0.09929999999999994,0.03169999999999998,0.0,0.09146666666666667,16.249525277777778
0.10293333333333338,0.03686666666666666,0.0,0.0933,16.499516944444444
0.10519999999999999,0.034733333333333366,0.0,0.09259999999999999,16.749513888888888
0.10576666666666668,0.03206666666666666,0.0,0.09230000000000002,16.9995075
0.10953333333333332,0.032466666666666644,0.0,0.09513333333333329,17.24949777777778
0.11256666666666662,0.03289999999999996,0.0,0.09519999999999998,17.499489444444443
0.11446666666666672,0.032200000000000006,0.0,0.09490000000000001,17.74948277777778
0.1152333333333333,0.0315333333333333,0.0,0.09530000000000005,17.999475555555556
0.11813333333333334,0.033133333333333376,0.0,0.09670000000000001,18.249470833333334
0.12190000000000001,0.033333333333333326,0.0,0.09856666666666669,18.499463333333335
0.12133333333333335,0.033299999999999996,0.0,0.0971333333333333,18.749458611111113
0.1243333333333334,0.03216666666666668,0.0,0.0969666666666667,18.999450277777775
0.12653333333333328,0.03316666666666662,0.0,0.09913333333333332,19.249443333333332
0.1297,0.03433333333333333,0.0,0.10006666666666669,19.499435555555554
0.1296333333333334,0.029966666666666697,0.0,0.09690000000000001,19.74942861111111
0.1324333333333334,0.03156666666666666,0.0,0.09923333333333334,19.999424166666664
0.13350000000000004,0.029500000000000026,0.0,0.09773333333333334,20.249417777777776
0.13493333333333327,0.03146666666666664,0.0,0.09983333333333333,20.499409444444442
