H2O_IMID2,H2O_IMID3,H2O_IMID5,H2O_IMID8,H2O_LCY01,H2O_LCY2,TIME[H]
0.022699999999999998,0.04373333333333332,0.0,0.0002999999999999947,0.007833333333333331,0.031700000000000006,0.0
0.022333333333333358,0.04436666666666668,0.0,0.0010333333333333583,0.001700000000000007,0.027866666666666665,0.2499638888888889
0.026900000000000035,0.042233333333333345,0.0,0.0,0.0,0.027633333333333343,0.4999538888888889
0.023699999999999985,0.04333333333333332,0.0,0.001166666666666663,0.0,0.030199999999999963,0.7499463888888889
0.020900000000000002,0.041800000000000004,0.0,0.0015000000000000013,0.0,0.026033333333333353,0.99994
0.022566666666666638,0.042833333333333376,0.0,0.0039000000000000007,0.0,0.028499999999999984,1.2499347222222223
0.021166666666666653,0.04396666666666667,0.0,0.004366666666666644,0.0,0.028033333333333313,1.4999294444444444
0.022666666666666696,0.044300000000000006,0.0,0.0067000000000000115,0.0,0.029299999999999965,1.7499219444444445
0.02713333333333333,0.04463333333333332,0.0,0.010566666666666655,0.0,0.026999999999999982,1.9999130555555555
0.0242,0.0436,0.0,0.011533333333333312,0.0,0.02616666666666667,2.2499066666666665
0.025433333333333336,0.043166666666666687,0.0,0.016133333333333333,0.0,0.028533333333333327,2.499899444444445
0.021833333333333288,0.043433333333333296,0.0,0.02093333333333333,0.0,0.02583333333333332,2.749893888888889
0.02556666666666671,0.04253333333333331,0.0,0.023866666666666675,0.0,0.029166666666666674,2.9998858333333334
0.0251333333333333,0.044,0.0,0.029399999999999996,0.0,0.02599999999999998,3.2498802777777778
0.028700000000000003,0.0411,0.0,0.032466666666666644,0.0,0.02846666666666664,3.499871111111111
0.028533333333333327,0.04133333333333336,0.0,0.039099999999999996,0.0,0.023033333333333322,3.7498694444444447
0.03129999999999998,0.041400000000000006,0.0,0.04383333333333332,0.0,0.029466666666666655,3.999859166666667
0.030866666666666695,0.041900000000000034,0.0,0.048266666666666694,0.0,0.025166666666666657,4.249853333333333
0.03419999999999998,0.04230000000000006,0.0,0.05460000000000004,0.0,0.027333333333333376,4.499845555555555
0.03966666666666663,0.041233333333333316,0.0,0.05693333333333331,0.0,0.026333333333333292,4.7498377777777785
0.045899999999999996,0.04199999999999998,0.0010999999999999899,0.06213333333333332,0.0,0.025366666666666676,4.999831944444445
0.046499999999999986,0.04209999999999997,0.0029666666666666314,0.06616666666666665,0.0,0.02840000000000001,5.249824722222222
0.04956666666666666,0.04086666666666665,0.0019666666666666305,0.06906666666666665,0.0,0.02656666666666667,5.4998161111111115
0.05393333333333332,0.042466666666666666,0.003433333333333344,0.07316666666666667,0.0,0.02806666666666667,5.749813333333334
0.056566666666666654,0.04089999999999999,0.0029,0.07506666666666667,0.0,0.03,5.999804166666666
0.0581,0.041999999999999996,0.0029,0.07810000000000002,0.0,0.03119999999999999,6.249797500000001
0.06173333333333331,0.040166666666666684,0.0035333333333333328,0.07980000000000001,0.0,0.027666666666666645,6.499790833333333
0.06326666666666665,0.04243333333333334,0.0039000000000000146,0.08366666666666668,0.0,0.032100000000000004,6.749783055555556
0.06759999999999997,0.04119999999999996,0.0059333333333332905,0.08703333333333332,0.0,0.031933333333333314,6.999776944444444
0.06943333333333329,0.041800000000000004,0.004666666666666638,0.08810000000000001,0.0,0.026233333333333303,7.249769444444444
0.07263333333333333,0.04219999999999999,0.005933333333333346,0.09079999999999999,0.0,0.029666666666666675,7.499766111111111
0.07416666666666662,0.04116666666666664,0.005866666666666645,0.09196666666666663,0.0,0.029599999999999974,7.749759166666667
0.07643333333333334,0.042099999999999985,0.0065666666666666235,0.0941,0.0,0.03343333333333333,7.999749722222222
0.07636666666666667,0.04140000000000002,0.005766666666666684,0.09573333333333331,0.0,0.030166666666666675,8.249744999999999
0.08186666666666667,0.04216666666666663,0.0076000000000000095,0.09773333333333328,0.0,0.03276666666666664,8.499736666666667
0.0824,0.04096666666666668,0.005900000000000016,0.09946666666666668,0.0,0.030533333333333385,8.749729722222222
0.08449999999999999,0.0411,0.006166666666666681,0.09840000000000002,0.0,0.029566666666666658,8.9997225
0.08650000000000005,0.040666666666666684,0.006933333333333361,0.10153333333333339,0.0,0.03086666666666671,9.249715833333333
0.08826666666666669,0.04046666666666665,0.006766666666666671,0.10263333333333333,0.0,0.03360000000000002,9.499711111111111
0.0892,0.040633333333333355,0.006066666666666692,0.10210000000000002,0.0,0.031033333333333357,9.749705
0.0919,0.04130000000000002,0.0073333333333333445,0.10446666666666667,0.0,0.030933333333333327,9.999698055555555
0.09403333333333327,0.04136666666666669,0.008333333333333331,0.10673333333333332,0.0,0.02999999999999997,10.249690277777779
0.0957,0.04046666666666669,0.008366666666666661,0.10770000000000006,0.0,0.029800000000000035,10.499682222222223
0.09736666666666664,0.041933333333333336,0.008699999999999986,0.10943333333333334,0.0,0.03193333333333333,10.749674444444445
0.09989999999999997,0.03973333333333336,0.008599999999999983,0.1090333333333333,0.0,0.029999999999999985,10.9996675
0.10226666666666664,0.04149999999999998,0.009333333333333332,0.11076666666666668,0.0,0.03253333333333333,11.249660277777778
0.10166666666666668,0.040133333333333326,0.007800000000000001,0.10943333333333338,0.0,0.028700000000000003,11.499656666666667
0.1032,0.0402,0.008066666666666666,0.11199999999999997,0.0,0.03130000000000001,11.74964777777778
0.10606666666666663,0.0403666666666667,0.009499999999999995,0.11206666666666666,0.0,0.032466666666666685,11.999643333333333
0.1058,0.04003333333333334,0.008166666666666655,0.11320000000000002,0.0,0.029666666666666675,12.249634722222222
0.10873333333333332,0.04139999999999999,0.010266666666666646,0.11449999999999999,0.0,0.03323333333333334,12.499628611111111
0.10943333333333329,0.03986666666666662,0.00846666666666665,0.11439999999999999,0.0,0.031566666666666646,12.749620555555556
0.10893333333333331,0.03996666666666669,0.008400000000000005,0.11386666666666666,0.0,0.030333333333333337,12.999613055555557
0.11123333333333331,0.03966666666666664,0.009233333333333302,0.1156,0.0,0.02913333333333336,13.249607222222224
0.11386666666666663,0.03846666666666666,0.0092,0.11419999999999998,0.0,0.03016666666666666,13.49959777777778
0.11443333333333336,0.0413,0.009600000000000025,0.11670000000000003,0.0,0.032133333333333375,13.749595833333332
0.117,0.03843333333333333,0.009633333333333341,0.11543333333333337,0.0,0.02910000000000003,13.999588888888889
0.11776666666666667,0.03866666666666667,0.010066666666666668,0.11726666666666667,0.0,0.029800000000000007,14.249579444444443
0.11790000000000003,0.040733333333333344,0.009166666666666642,0.11893333333333331,0.0,0.03026666666666669,14.499572222222222
0.12016666666666662,0.03996666666666668,0.01003333333333331,0.11896666666666661,0.0,0.03109999999999999,14.749565555555556
0.1210666666666667,0.03943333333333336,0.00913333333333334,0.11763333333333333,0.0,0.02850000000000001,14.999558888888888
0.12289999999999998,0.03993333333333332,0.009499999999999967,0.12069999999999997,0.0,0.029299999999999965,15.2495525
0.12489999999999998,0.03916666666666671,0.01103333333333334,0.1195333333333333,0.0,0.03143333333333331,15.499547222222223
0.12413333333333332,0.03956666666666667,0.009433333333333335,0.12156666666666671,0.0,0.0305,15.74954111111111
0.12696666666666662,0.039066666666666694,0.011066666666666669,0.12079999999999996,0.0,0.028733333333333333,15.999531944444445
0.12766666666666665,0.03849999999999998,0.011099999999999985,0.12130000000000002,0.0,0.029833333333333295,16.249525277777778
0.12866666666666665,0.03806666666666664,0.01009999999999997,0.12173333333333333,0.0,0.028833333333333322,16.499516944444444
0.12960000000000002,0.03780000000000003,0.010533333333333353,0.12110000000000004,0.0,0.027366666666666678,16.749513888888888
0.13080000000000003,0.04003333333333335,0.01256666666666667,0.12569999999999998,0.0,0.02863333333333333,16.9995075
0.13196666666666662,0.03676666666666667,0.01043333333333335,0.12356666666666666,0.0,0.026666666666666672,17.24949777777778
0.13196666666666665,0.03799999999999998,0.010433333333333322,0.12253333333333336,0.0,0.02676666666666666,17.499489444444443
0.13330000000000006,0.03816666666666668,0.010500000000000065,0.12350000000000005,0.0,0.027366666666666678,17.74948277777778
0.13403333333333337,0.03783333333333333,0.011600000000000013,0.12486666666666671,0.0,0.02793333333333331,17.999475555555556
0.13469999999999996,0.03703333333333331,0.010366666666666663,0.12296666666666664,0.0,0.02623333333333333,18.249470833333334
0.13573333333333337,0.03753333333333331,0.010199999999999987,0.12286666666666668,0.0,0.028133333333333316,18.499463333333335
0.13719999999999993,0.037599999999999995,0.011666666666666672,0.12523333333333334,0.0,0.027100000000000013,18.749458611111113
0.13696666666666668,0.037000000000000005,0.010866666666666677,0.12556666666666666,0.0,0.02720000000000003,18.999450277777775
0.13793333333333327,0.037566666666666665,0.011266666666666689,0.12480000000000002,0.0,0.025900000000000006,19.249443333333332
0.1388,0.03636666666666666,0.010233333333333344,0.12669999999999998,0.0,0.02896666666666667,19.499435555555554
0.14136666666666664,0.03636666666666666,0.011633333333333315,0.12513333333333332,0.0,0.028633333333333316,19.74942861111111
0.14116666666666663,0.03739999999999996,0.010833333333333348,0.12696666666666662,0.0,0.029366666666666652,19.999424166666664
0.14266666666666672,0.03720000000000001,0.011900000000000008,0.1274,0.0,0.026633333333333342,20.249417777777776
