UPK63685.1	contig_1_RagTag	35.656	488	285	10	24	504	3572449	3571052	3.67e-69	238
UPK63173.1	contig_1_RagTag	33.947	489	277	12	25	493	3572443	3571055	5.84e-53	191
QXF81282.1	contig_1_RagTag	34.151	489	276	12	25	493	3572443	3571055	1.27e-53	192
QXF80816.1	contig_1_RagTag	35.378	489	287	10	23	504	3572452	3571052	4.93e-69	238
QXF13303.1	contig_1_RagTag	33.056	481	278	14	40	499	3572464	3571091	2.79e-49	181
QXF13297.1	contig_1_RagTag	39.706	204	109	5	44	244	3572461	3571883	1.06e-32	130
QXF12825.1	contig_1_RagTag	33.245	379	211	13	74	426	3572368	3571280	1.05e-31	127
QDC40419.1	contig_1_RagTag	31.477	413	249	13	26	422	3572455	3571271	6.20e-33	130
QDC40051.1	contig_1_RagTag	33.735	498	283	16	69	551	3572452	3571055	1.00e-62	221
AVA15237.1	contig_1_RagTag	33.659	410	242	10	39	433	3572461	3571277	3.96e-36	141
WP_343944626.1	contig_1_RagTag	40.411	292	158	6	19	308	449846	449013	4.49e-50	186
WP_343944626.1	contig_1_RagTag	37.363	91	46	5	74	156	1425170	1425433	3.69e-06	47.4
GLZ93990.1	contig_1_RagTag	37.407	270	157	5	7	266	449861	449058	4.48e-37	136
BFF67854.1	contig_1_RagTag	36.897	290	174	7	2	283	449894	449028	2.91e-42	152
BFF67615.1	contig_1_RagTag	33.103	290	185	5	34	316	449888	449025	3.11e-41	150
BFF67615.1	contig_1_RagTag	25.974	231	138	7	106	311	1425182	1425850	2.50e-10	58.5
BFF67252.1	contig_1_RagTag	26.948	308	185	8	35	321	449891	449025	1.67e-26	107
BFF65979.1	contig_1_RagTag	28.814	295	193	5	41	328	449861	449007	2.32e-35	133
BFF65979.1	contig_1_RagTag	27.074	229	116	10	101	284	1425170	1425838	3.78e-06	45.8
BFF64845.1	contig_1_RagTag	32.765	293	178	9	30	312	449873	449022	1.92e-24	101
BFF64845.1	contig_1_RagTag	36.190	105	49	5	55	147	1425062	1425358	5.11e-07	48.1
pdb|1P9E|B	contig_1_RagTag	42.466	292	160	5	41	326	449882	449013	2.18e-67	226
pdb|1P9E|B	contig_1_RagTag	29.412	153	77	6	105	237	1425170	1425595	2.25e-08	52.8
pdb|1P9E|A	contig_1_RagTag	42.466	292	160	5	41	326	449882	449013	2.18e-67	226
pdb|1P9E|A	contig_1_RagTag	29.412	153	77	6	105	237	1425170	1425595	2.25e-08	52.8
WEF25732.1	contig_1_RagTag	37.727	220	130	5	4	220	286601	287248	7.13e-33	122
WEF25732.1	contig_1_RagTag	33.838	198	126	3	1	197	1338339	1338920	4.18e-27	105
WEF25732.1	contig_1_RagTag	28.571	175	116	4	10	182	2632930	2632427	5.46e-10	55.8
WEF25676.1	contig_1_RagTag	49.359	156	75	3	1	153	560389	560853	6.73e-39	140
WEF25640.1	contig_1_RagTag	37.450	251	149	3	31	275	398003	398749	2.81e-37	145
WEF25638.1	contig_1_RagTag	32.206	621	380	10	149	729	1636192	1634333	1.76e-75	264
WEF25638.1	contig_1_RagTag	34.858	634	361	14	140	730	1617321	1615447	4.14e-70	248
WEF25638.1	contig_1_RagTag	34.727	550	328	7	210	730	3036978	3035335	1.21e-66	237
WEF25638.1	contig_1_RagTag	32.550	553	329	13	218	729	1652785	1651136	4.27e-53	196
WEF25638.1	contig_1_RagTag	29.735	491	300	11	268	719	3741409	3739955	1.38e-26	114
WEF25638.1	contig_1_RagTag	32.420	219	141	4	25	237	994351	993698	2.06e-18	87.4
WEF23879.1	contig_1_RagTag	29.605	152	98	5	45	189	351777	352226	1.86e-08	51.2
XXQ42250.1	contig_1_RagTag	32.203	118	73	4	17	131	3250368	3250027	9.00e-10	56.6
XXQ42250.1	contig_1_RagTag	27.698	278	151	9	22	258	526470	527276	7.53e-08	50.4
XXQ42250.1	contig_1_RagTag	30.460	174	103	7	101	266	3315697	3315206	4.94e-07	48.1
sp|Q8Y678.1|STP1_LISMO	contig_1_RagTag	37.089	213	121	3	31	240	680822	680214	4.56e-31	118
ODP27570.1	contig_1_RagTag	30.562	409	220	18	66	439	3572446	3571307	1.48e-29	122
UQX47894.1	contig_1_RagTag	29.688	256	170	5	5	253	1378211	1378969	6.96e-29	112
UQX47894.1	contig_1_RagTag	24.889	225	159	6	5	221	2604768	2605436	2.40e-12	63.9
UQX47894.1	contig_1_RagTag	24.648	284	181	10	4	259	1949838	1950674	1.29e-09	55.5
UQX47894.1	contig_1_RagTag	26.846	149	95	5	62	201	914679	915110	3.28e-08	51.2
UQX47445.1	contig_1_RagTag	26.354	277	199	3	228	500	914475	915302	3.15e-28	117
UQX47445.1	contig_1_RagTag	26.728	217	135	10	305	506	1950051	1950674	1.30e-08	54.7
QIR83838.1	contig_1_RagTag	38.434	281	165	5	1	276	914475	915308	2.51e-42	152
QIR83838.1	contig_1_RagTag	25.837	209	119	7	79	265	1950051	1950635	9.08e-09	53.5
PQM29507.1	contig_1_RagTag	26.506	249	151	9	103	331	1949967	1950677	6.17e-14	70.9
PQM29039.1	contig_1_RagTag	32.749	171	95	5	371	532	1950018	1950497	1.43e-17	84.7
PQM27397.1	contig_1_RagTag	27.848	158	94	4	102	244	1950120	1950578	8.44e-11	59.7
PQM27397.1	contig_1_RagTag	32.317	164	96	6	87	245	1378433	1378894	3.14e-09	54.7
PQM27397.1	contig_1_RagTag	26.923	156	104	3	51	206	914640	915077	3.30e-06	45.4
TFF53969.1	contig_1_RagTag	42.561	289	162	1	2	290	914475	915329	7.82e-60	202
TFF53969.1	contig_1_RagTag	29.688	256	150	10	24	265	1949895	1950614	2.40e-12	64.3
TFF53494.1	contig_1_RagTag	33.721	258	148	10	47	288	1949934	1950686	1.96e-31	121
TFF53494.1	contig_1_RagTag	26.515	264	175	9	11	268	2604762	2605514	1.22e-10	59.3
TFF50418.1	contig_1_RagTag	50.189	265	122	3	7	262	1378196	1378987	1.22e-80	261
RRJ18786.1	contig_1_RagTag	45.283	265	135	3	1	256	1378196	1378987	1.37e-72	238
RRJ18786.1	contig_1_RagTag	24.176	273	174	11	4	246	1949835	1950644	1.75e-07	48.9
