QXF12825.1	contig_1_RagTag	30.114	176	100	7	336	496	1712280	1711777	5.46e-07	50.1
WP_343944626.1	contig_1_RagTag	28.767	292	186	6	13	302	1241148	1241963	3.26e-26	112
sp|P0A433.1|OPD_SPHSA	contig_1_RagTag	29.462	353	198	8	37	356	1426143	1425139	3.01e-31	123
WP_015063462.1	contig_1_RagTag	29.462	353	198	8	37	356	1426143	1425139	3.01e-31	123
GLZ93990.1	contig_1_RagTag	53.091	275	129	0	1	275	1241133	1241957	1.51e-73	242
BFF67854.1	contig_1_RagTag	47.826	276	140	2	15	290	1241157	1241972	5.88e-65	218
BFF67615.1	contig_1_RagTag	30.072	276	184	7	41	313	1241145	1241954	5.91e-25	103
BFF67252.1	contig_1_RagTag	28.315	279	184	8	44	317	1241148	1241951	2.02e-27	110
BFF65979.1	contig_1_RagTag	33.929	280	174	6	40	319	1241148	1241954	4.71e-42	153
BFF64845.1	contig_1_RagTag	31.760	233	146	7	37	266	1241160	1241828	1.47e-18	84.3
sp|Q6XBH1.1|GPDQ_KLEAE	contig_2_RagTag	90.511	274	26	0	1	274	57179	58000	6.10e-173	527
sp|Q6XBH1.1|GPDQ_KLEAE	contig_4_RagTag	27.397	219	150	5	6	222	206677	207312	3.11e-11	61.2
sp|P0A433.1|OPD_SPHSA	contig_1_RagTag	29.462	353	198	8	37	356	1426143	1425139	3.01e-31	123
pdb|1P9E|B	contig_1_RagTag	31.488	289	182	6	38	320	1241121	1241957	9.23e-35	132
pdb|1P9E|A	contig_1_RagTag	31.488	289	182	6	38	320	1241121	1241957	9.23e-35	132
pdb|3A4J|A	contig_1_RagTag	30.337	356	191	10	5	324	1426143	1425139	6.47e-28	112
pdb|3A3X|A	contig_1_RagTag	30.286	350	199	9	5	324	1426143	1425139	2.68e-27	110
pdb|3A3W|A	contig_1_RagTag	30.286	350	199	9	5	324	1426143	1425139	2.68e-27	110
PYD02464.1	contig_1_RagTag	32.130	277	149	11	57	319	1425888	1425133	6.85e-24	100
OCC22257.1	contig_1_RagTag	43.953	339	183	5	4	337	1426143	1425133	1.69e-79	262
OCC21814.1	contig_1_RagTag	27.298	359	198	11	4	321	1426143	1425133	7.46e-24	100
WEF25996.1	contig_1_RagTag	36.283	113	64	4	5	117	2277652	2277338	4.79e-14	64.7
WEF25765.1	contig_5_RagTag	28.165	316	196	6	18	313	56697	57611	8.80e-24	99.8
WEF25732.1	contig_7_RagTag	37.799	209	107	6	10	197	57678	57058	1.60e-25	102
WEF25732.1	contig_1_RagTag	25.161	155	115	1	11	164	2012664	2013128	3.24e-10	57.0
WEF25732.1	contig_4_RagTag	28.025	157	106	5	10	164	635134	635589	4.28e-09	53.9
WEF25676.1	contig_1_RagTag	45.399	163	84	3	1	159	922219	921734	4.26e-30	115
WEF25640.1	contig_1_RagTag	35.135	259	160	4	24	275	2676381	2677154	5.79e-39	150
WEF25640.1	contig_1_RagTag	34.661	251	154	4	31	274	590413	591156	1.02e-37	147
WEF25640.1	contig_1_RagTag	35.124	242	151	1	40	275	2453810	2453085	1.73e-37	146
WEF25638.1	contig_1_RagTag	32.429	737	440	16	39	729	2949924	2952098	1.59e-87	300
WEF25638.1	contig_1_RagTag	26.526	475	288	14	263	690	2616347	2617729	3.74e-26	113
WEF25638.1	contig_1_RagTag	23.574	263	172	7	257	494	2798839	2798063	6.56e-09	57.0
WEF25638.1	contig_1_RagTag	28.351	194	105	4	558	724	2797609	2797049	7.02e-09	57.0
WEF25638.1	contig_7_RagTag	30.126	717	420	17	46	729	144017	146023	4.84e-55	203
WEF25638.1	contig_2_RagTag	26.172	256	169	4	225	460	99012	98245	8.22e-08	53.5
WEF23968.1	contig_1_RagTag	34.634	205	123	3	58	260	2891681	2891094	2.48e-14	70.5
WEF23879.1	contig_1_RagTag	24.375	160	110	4	60	216	157039	157494	5.90e-06	44.3
WEF23470.1	contig_1_RagTag	37.838	259	149	6	1	254	2623475	2624230	2.09e-33	125
XXQ42250.1	contig_1_RagTag	35.315	286	153	11	8	278	1038472	1039278	9.57e-38	139
XXQ42250.1	contig_1_RagTag	33.333	123	76	3	11	130	1538682	1538323	8.21e-08	50.8
