sp|Q6XBH1.1|GPDQ_KLEAE	contig_1_RagTag	24.889	225	158	3	3	227	474133	474774	1.35e-14	71.2
WEF25996.1	contig_3_RagTag	52.137	117	53	3	3	117	469289	469636	2.28e-31	114
WEF25765.1	contig_4_RagTag	29.870	154	91	4	15	161	745928	745497	9.24e-09	54.3
WEF25765.1	contig_1_RagTag	31.915	94	59	1	46	139	127398	127664	2.33e-06	47.0
WEF25765.1	contig_7_RagTag	33.333	126	77	4	16	137	445053	444685	7.36e-06	45.1
WEF25732.1	contig_5_RagTag	35.000	220	135	4	7	220	20026	19373	1.65e-31	119
WEF25732.1	contig_5_RagTag	27.189	217	135	7	10	216	582119	581508	2.25e-10	57.8
WEF25732.1	contig_3_RagTag	31.792	173	108	4	10	178	170068	169568	4.90e-17	77.4
WEF25732.1	contig_3_RagTag	27.933	179	115	4	10	183	310599	311108	3.62e-07	48.1
WEF25676.1	contig_4_RagTag	44.720	161	86	2	1	158	114616	114134	1.59e-25	102
WEF25640.1	contig_2_RagTag	35.636	275	164	4	12	275	135405	136223	3.76e-42	160
WEF25638.1	contig_4_RagTag	37.696	703	409	12	46	729	1014506	1012428	2.93e-100	337
WEF25638.1	contig_4_RagTag	30.568	229	152	5	230	455	1133241	1133915	1.96e-15	78.6
WEF25638.1	contig_4_RagTag	32.374	139	92	1	554	690	1134294	1134710	1.08e-09	59.7
WEF25638.1	contig_1_RagTag	34.979	729	431	12	34	730	632167	630014	8.36e-100	336
WEF25638.1	contig_1_RagTag	32.532	541	328	11	218	729	196829	198427	1.30e-56	207
WEF24897.1	contig_1_RagTag	38.021	192	104	5	3	185	116441	116998	5.52e-21	87.8
WEF23879.1	contig_7_RagTag	27.778	180	110	7	47	214	364546	365061	2.52e-07	48.1
WEF22886.1	contig_4_RagTag	33.136	169	94	11	10	171	1000268	1000738	1.01e-07	50.1
XXQ42250.1	contig_4_RagTag	27.941	272	170	7	11	276	1000250	1001005	1.46e-16	77.4
XXQ42250.1	contig_4_RagTag	24.042	287	188	10	10	282	764995	764183	2.87e-12	64.7
XXQ42250.1	contig_4_RagTag	37.143	105	62	2	28	132	723049	722747	1.08e-09	56.6
XXQ42250.1	contig_1_RagTag	36.290	124	69	4	11	132	123345	122998	8.27e-13	66.2
XXQ42250.1	contig_1_RagTag	26.165	279	180	10	11	283	372641	371865	8.83e-10	57.0
XXQ42250.1	contig_3_RagTag	26.792	265	171	9	20	276	1074083	1073334	1.69e-12	65.5
XXQ42250.1	contig_3_RagTag	30.645	124	78	4	19	138	2377394	2377753	1.30e-09	56.6
XXQ42250.1	contig_5_RagTag	25.260	289	182	11	8	278	383097	382279	5.61e-11	60.8
XXQ42250.1	contig_7_RagTag	34.513	113	67	5	11	122	436973	436653	4.96e-08	51.6
XXQ42250.1	contig_7_RagTag	28.272	191	110	7	92	266	107813	107274	9.75e-07	47.8
sp|Q8Y678.1|STP1_LISMO	contig_5_RagTag	32.727	220	132	4	34	248	226506	225880	9.24e-25	100
sp|Q8Y678.1|STP1_LISMO	contig_3_RagTag	30.208	96	52	2	101	196	428451	428209	3.61e-06	38.5
sp|Q8Y678.1|STP1_LISMO	contig_3_RagTag	33.333	33	22	0	208	240	428176	428078	3.61e-06	26.6
sp|C0LA90.1|PYRHY_SPHWJ	contig_3_RagTag	27.273	242	132	8	6	237	1263314	1263937	4.46e-11	60.8
sp|C0LA90.1|PYRHY_SPHWJ	contig_5_RagTag	27.684	177	102	8	6	175	383028	382555	7.63e-06	44.7
UQX47894.1	contig_4_RagTag	32.540	252	162	7	4	253	271436	272173	5.26e-37	136
UQX47894.1	contig_4_RagTag	31.801	261	145	10	20	255	327344	328102	4.38e-27	107
UQX47894.1	contig_5_RagTag	30.435	230	158	1	32	259	74046	74735	3.26e-30	116
UQX47894.1	contig_5_RagTag	26.199	271	177	10	2	257	157553	158341	5.58e-16	75.1
UQX47445.1	contig_5_RagTag	26.818	220	144	8	249	464	74016	74636	1.45e-09	58.5
UQX47445.1	contig_4_RagTag	24.390	205	135	6	248	438	327350	327946	4.06e-08	53.9
QIR83838.1	contig_5_RagTag	29.958	237	143	11	30	264	74046	74693	1.30e-10	59.7
QIR83838.1	contig_4_RagTag	35.577	104	64	1	126	229	327686	327988	1.34e-10	59.7
PQM29507.1	contig_5_RagTag	29.528	254	154	9	84	335	74058	74750	1.08e-11	64.3
PQM29507.1	contig_4_RagTag	26.400	250	172	7	51	296	327299	328024	4.02e-09	56.2
PQM29039.1	contig_4_RagTag	26.848	257	172	7	302	556	327278	328006	1.64e-14	75.1
PQM29039.1	contig_5_RagTag	26.957	230	130	9	336	558	74037	74633	1.22e-12	68.9
PQM27397.1	contig_4_RagTag	44.082	245	122	5	9	244	327302	328018	1.08e-48	171
PQM27397.1	contig_4_RagTag	32.692	156	93	5	87	242	271658	272089	3.05e-10	58.5
PQM27397.1	contig_5_RagTag	32.323	198	123	6	45	242	74073	74633	3.23e-14	70.5
PQM27397.1	contig_5_RagTag	30.108	186	113	6	2	183	157541	158059	3.82e-06	45.8
TFF53969.1	contig_4_RagTag	30.180	222	130	8	25	233	327359	327988	1.44e-12	65.5
TFF53969.1	contig_4_RagTag	27.230	213	137	6	2	214	271433	272017	2.88e-06	46.2
TFF53969.1	contig_5_RagTag	28.495	186	118	6	31	213	74040	74561	1.22e-08	53.5
TFF53494.1	contig_5_RagTag	33.212	274	175	5	12	284	157559	158359	2.59e-37	138
TFF53494.1	contig_5_RagTag	32.057	209	127	8	47	251	74058	74651	1.09e-18	84.3
TFF53494.1	contig_4_RagTag	27.556	225	140	9	47	265	271529	272152	3.24e-11	61.6
TFF53494.1	contig_4_RagTag	28.649	185	110	6	11	179	327296	327832	1.23e-06	47.4
TFF50418.1	contig_4_RagTag	90.494	263	25	0	1	263	271406	272194	2.32e-163	499
TFF50418.1	contig_4_RagTag	28.090	267	166	8	9	252	327293	328084	9.77e-15	71.6
TFF50418.1	contig_5_RagTag	29.279	222	138	9	43	252	74061	74705	3.88e-15	72.8
TFF50418.1	contig_5_RagTag	26.966	178	112	7	40	203	157652	158173	9.86e-09	53.5
RRJ18786.1	contig_4_RagTag	46.667	255	132	3	4	256	271433	272191	2.34e-69	229
RRJ18786.1	contig_4_RagTag	28.731	268	161	12	4	246	327296	328084	1.13e-13	68.2
RRJ18786.1	contig_5_RagTag	26.437	261	171	10	4	250	73956	74717	2.49e-12	64.3
