QXF13303.1	contig_6_RagTag	33.333	117	62	3	109	224	59814	59509	1.72e-07	52.0
QXF13297.1	contig_6_RagTag	28.873	142	79	4	95	235	59847	59485	1.71e-06	48.9
QXF12825.1	contig_6_RagTag	28.667	150	88	4	103	249	59832	59431	9.62e-07	49.7
AVA15237.1	contig_6_RagTag	31.387	137	78	3	87	222	59874	59509	3.22e-08	54.3
WP_343944626.1	contig_3_RagTag	25.676	296	191	9	327	598	2054453	2055325	1.87e-08	55.5
sp|Q6XBH1.1|GPDQ_KLEAE	contig_6_RagTag	25.877	228	159	2	1	227	204441	203785	1.49e-19	86.3
WEF25996.1	contig_2_RagTag	50.862	116	56	1	3	117	233082	232735	1.16e-33	120
WEF25996.1	contig_6_RagTag	37.391	115	65	4	5	117	594684	595013	2.25e-15	68.6
WEF25996.1	contig_1_RagTag	36.441	118	69	5	1	116	162532	162191	8.89e-13	61.2
WEF25732.1	contig_1_RagTag	33.032	221	140	5	7	221	17315	16659	1.27e-28	110
WEF25732.1	contig_1_RagTag	29.240	171	113	4	10	178	732606	732112	7.27e-11	59.3
WEF25732.1	contig_2_RagTag	27.225	191	129	4	10	196	181372	181926	1.90e-13	67.0
WEF25732.1	contig_3_RagTag	28.736	174	110	5	10	178	2657858	2657364	8.27e-08	50.1
WEF25676.1	contig_2_RagTag	45.963	161	84	2	1	158	939019	939501	3.04e-29	113
WEF25640.1	contig_4_RagTag	37.594	266	147	5	26	275	142093	142881	2.94e-42	160
WEF25638.1	contig_6_RagTag	34.573	726	434	11	36	730	25261	27408	1.96e-101	341
WEF25638.1	contig_3_RagTag	36.917	707	409	15	46	729	2498462	2500540	3.40e-92	314
WEF25638.1	contig_3_RagTag	26.000	200	118	4	544	717	892418	891831	1.57e-06	49.7
WEF25638.1	contig_1_RagTag	28.870	717	445	15	46	729	317272	315218	3.90e-61	221
WEF25638.1	contig_2_RagTag	28.628	503	304	11	230	690	154057	152588	9.24e-32	131
WEF25638.1	contig_2_RagTag	31.613	155	102	2	569	719	436057	435593	1.68e-11	65.9
WEF25638.1	contig_2_RagTag	28.061	196	132	4	268	455	436804	436220	8.71e-11	63.5
WEF24911.1	contig_3_RagTag	26.840	231	140	7	283	503	2093665	2093030	6.07e-07	50.1
WEF24897.1	contig_6_RagTag	39.572	187	108	3	3	185	577547	576990	1.32e-19	84.0
WEF23879.1	contig_3_RagTag	31.724	145	85	4	63	199	2093485	2093069	1.03e-10	58.5
WEF22886.1	contig_3_RagTag	29.412	170	99	8	10	171	2176432	2175962	3.96e-08	51.6
WEF22886.1	contig_3_RagTag	30.159	126	72	4	20	137	2930899	2931252	1.91e-06	46.2
XXQ42250.1	contig_3_RagTag	28.826	281	175	9	4	278	2176468	2175683	4.13e-21	91.3
XXQ42250.1	contig_3_RagTag	32.117	137	79	5	13	143	42869	42483	8.99e-07	48.1
XXQ42250.1	contig_3_RagTag	29.268	123	82	2	11	133	1577441	1577794	1.57e-06	47.4
XXQ42250.1	contig_3_RagTag	30.709	127	81	4	7	132	1115145	1115507	9.10e-06	44.7
XXQ42250.1	contig_6_RagTag	26.165	279	180	10	11	283	355020	355796	7.20e-10	57.4
XXQ42250.1	contig_2_RagTag	39.831	118	61	4	17	132	36913	36584	1.31e-09	56.6
XXQ42250.1	contig_2_RagTag	25.347	288	164	11	11	261	671861	671040	3.17e-07	49.3
sp|Q8Y678.1|STP1_LISMO	contig_1_RagTag	32.340	235	144	5	10	241	520334	519666	4.41e-26	104
sp|Q8Y678.1|STP1_LISMO	contig_3_RagTag	30.126	239	157	4	6	242	662610	663302	7.60e-26	103
sp|Q8Y678.1|STP1_LISMO	contig_3_RagTag	24.118	170	110	3	78	243	2563082	2563546	2.89e-10	58.2
UQX47894.1	contig_2_RagTag	34.000	250	159	5	5	253	737379	736645	1.56e-39	144
UQX47894.1	contig_3_RagTag	34.191	272	155	10	4	255	3610858	3610055	8.37e-31	118
UQX47894.1	contig_1_RagTag	31.799	239	151	7	28	259	61621	62322	2.36e-21	91.3
UQX47894.1	contig_1_RagTag	30.000	250	158	10	5	241	130735	131472	3.72e-15	72.8
UQX47894.1	contig_6_RagTag	26.165	279	179	9	4	259	488592	487768	3.56e-13	67.0
UQX47445.1	contig_1_RagTag	30.481	187	111	7	323	506	61810	62322	1.86e-09	58.2
UQX47445.1	contig_1_RagTag	35.165	91	56	2	299	388	130927	131193	5.16e-06	47.0
UQX47445.1	contig_3_RagTag	27.049	244	153	8	226	455	3610867	3610169	2.03e-09	58.2
UQX47445.1	contig_6_RagTag	30.263	152	86	6	364	506	488190	487768	3.31e-07	51.2
QIR83838.1	contig_3_RagTag	37.500	104	62	1	126	229	3610471	3610169	1.83e-10	59.3
QIR83838.1	contig_3_RagTag	31.061	132	83	4	79	208	1453498	1453121	1.08e-06	47.8
QIR83838.1	contig_1_RagTag	44.928	69	37	1	146	214	61960	62163	3.74e-08	52.4
PQM29507.1	contig_3_RagTag	26.295	251	168	8	54	296	3610858	3610133	7.41e-09	55.5
PQM29507.1	contig_1_RagTag	27.490	251	159	10	81	330	61636	62322	2.08e-06	47.8
PQM29039.1	contig_3_RagTag	28.627	255	165	6	307	559	3610861	3610142	1.42e-18	88.6
PQM29039.1	contig_6_RagTag	30.769	208	124	8	322	522	488556	487972	7.98e-15	76.6
PQM29039.1	contig_1_RagTag	36.220	127	59	5	401	520	61792	62127	6.35e-11	63.9
PQM29039.1	contig_1_RagTag	30.233	172	100	7	310	480	130735	131193	2.85e-10	61.6
PQM27397.1	contig_3_RagTag	47.479	238	116	5	10	241	3610852	3610148	1.86e-51	179
PQM27397.1	contig_3_RagTag	47.619	42	22	0	143	184	202477	202352	5.74e-06	45.4
PQM27397.1	contig_1_RagTag	33.553	152	91	4	91	242	61795	62220	3.09e-10	58.5
