UPK63173.1	contig_3_RagTag	32.456	114	62	3	95	208	847338	847634	8.62e-09	55.5
QXF81282.1	contig_3_RagTag	32.456	114	62	3	95	208	847338	847634	8.48e-09	55.8
QXF13303.1	contig_3_RagTag	33.058	121	65	3	109	228	847317	847634	1.89e-08	54.7
QXF13297.1	contig_3_RagTag	31.148	122	68	3	112	232	847317	847637	3.16e-09	57.0
QXF12825.1	contig_3_RagTag	30.909	110	60	2	121	230	847356	847637	9.19e-07	48.9
QDC40419.1	contig_3_RagTag	31.852	135	73	6	75	208	847284	847634	1.97e-06	47.8
AVA15237.1	contig_3_RagTag	31.405	121	67	3	107	226	847317	847634	8.33e-08	52.8
sp|Q6XBH1.1|GPDQ_KLEAE	contig_3_RagTag	32.701	211	127	7	1	208	743386	743982	1.15e-20	89.0
WEF25996.1	contig_2_RagTag	47.414	116	60	1	3	117	1083827	1084174	3.11e-30	110
WEF25996.1	contig_5_RagTag	33.333	114	71	2	5	117	1090647	1090318	1.03e-14	66.2
WEF25765.1	contig_5_RagTag	30.769	143	90	3	22	161	1220509	1220099	3.66e-08	52.4
WEF25765.1	contig_4_RagTag	37.363	91	52	1	44	134	412421	412164	3.92e-08	52.0
WEF25765.1	contig_2_RagTag	37.736	106	56	4	40	139	1669678	1669373	1.81e-06	47.0
WEF25732.1	contig_4_RagTag	32.850	207	131	4	7	207	19353	18739	8.36e-25	99.8
WEF25732.1	contig_5_RagTag	29.032	217	140	7	10	220	953795	954421	2.54e-08	51.2
WEF25732.1	contig_3_RagTag	28.571	133	91	2	10	141	94872	95261	3.40e-07	47.8
WEF25676.1	contig_2_RagTag	46.584	161	83	2	1	158	21260	20778	1.31e-31	119
WEF25640.1	contig_5_RagTag	36.546	249	155	2	28	275	209126	209866	1.80e-40	155
WEF25640.1	contig_3_RagTag	27.193	228	143	6	40	255	103603	102953	2.91e-13	70.5
WEF25638.1	contig_3_RagTag	35.873	722	424	12	39	730	862636	860498	3.62e-98	331
WEF25638.1	contig_4_RagTag	32.808	634	368	13	149	731	117244	115364	6.69e-80	277
WEF25638.1	contig_4_RagTag	26.316	703	467	12	53	729	85572	87605	1.78e-46	176
WEF25638.1	contig_2_RagTag	27.510	498	316	13	261	719	1203453	1204928	3.95e-26	112
WEF24897.1	contig_4_RagTag	37.234	188	111	4	3	185	466135	465578	7.18e-20	84.3
XXQ42250.1	contig_5_RagTag	26.523	279	179	9	13	278	460119	459322	3.32e-12	64.3
XXQ42250.1	contig_5_RagTag	31.783	129	79	6	17	144	657666	658028	4.40e-07	48.5
XXQ42250.1	contig_5_RagTag	32.044	181	106	8	92	261	771734	772258	1.52e-06	46.6
XXQ42250.1	contig_5_RagTag	33.333	120	75	4	13	132	132208	132552	5.13e-06	45.1
XXQ42250.1	contig_2_RagTag	26.224	286	159	12	22	270	648870	649682	1.04e-11	62.8
