UPK63685.1	62_pilon_pilon	29.151	518	303	19	8	503	5355	3928	3.49e-53	192
UPK63173.1	62_pilon_pilon	31.174	494	270	16	25	489	5301	3943	1.65e-56	201
QXF81282.1	62_pilon_pilon	31.174	494	270	16	25	489	5301	3943	2.72e-56	201
QXF80816.1	62_pilon_pilon	29.151	518	303	19	8	503	5355	3928	2.51e-53	192
QXF13303.1	62_pilon_pilon	35.433	508	288	15	34	524	5340	3886	4.12e-86	289
QXF13297.1	62_pilon_pilon	50.235	213	96	2	34	244	5349	4735	7.60e-64	224
QXF12825.1	62_pilon_pilon	35.366	492	286	13	1	476	5430	4003	7.27e-64	223
QDC40419.1	62_pilon_pilon	26.994	489	308	15	13	480	5352	3970	1.54e-42	159
QDC40051.1	62_pilon_pilon	29.735	528	291	22	54	552	5355	3925	3.38e-45	169
AVA15237.1	62_pilon_pilon	34.195	503	297	13	35	523	5331	3883	3.75e-70	243
sp|Q6XBH1.1|GPDQ_KLEAE	5_pilon_pilon	19.704	203	154	3	3	204	124179	124763	6.13e-10	57.0
WEF25765.1	47_pilon_pilon	29.464	336	194	11	1	314	3509	2565	1.33e-22	96.3
WEF25732.1	8_pilon_pilon	36.458	192	116	3	10	197	109796	109227	3.50e-28	109
WEF25732.1	23_pilon_pilon	33.854	192	113	4	10	196	55873	56421	2.25e-24	98.6
WEF25732.1	43_pilon_pilon	30.688	189	124	3	10	196	16938	16387	2.43e-14	69.3
WEF25676.1	12_pilon_pilon	45.342	161	85	2	1	158	41114	41596	3.19e-29	112
WEF25640.1	12_pilon_pilon	37.450	251	154	1	28	275	19974	19222	2.56e-43	164
WEF25638.1	67_pilon_pilon	34.842	729	433	13	26	729	15432	13297	1.49e-116	384
WEF25638.1	28_pilon_pilon	32.749	742	442	16	39	730	43125	45329	1.77e-89	305
WEF23879.1	126_pilon_pilon	34.211	152	85	6	45	186	5688	5248	2.70e-12	62.8
WEF23470.1	52_pilon_pilon	35.317	252	160	2	6	254	18594	17839	5.67e-34	127
XXQ42250.1	52_pilon_pilon	24.382	283	168	9	15	276	18612	17839	1.06e-12	65.9
XXQ42250.1	25_pilon_pilon	25.869	259	162	11	23	259	40067	40819	1.96e-12	65.1
XXQ42250.1	53_pilon_pilon	26.829	287	171	9	11	278	24504	25304	2.93e-12	64.3
XXQ42250.1	2_pilon_pilon	31.200	125	80	3	10	131	135483	135118	2.13e-07	49.7
ODP27570.1	62_pilon_pilon	38.095	315	174	11	52	363	5340	4450	1.07e-53	195
ODP27570.1	1_pilon_pilon	26.068	234	147	7	122	352	183749	183117	9.31e-06	46.2
UQX47894.1	6_pilon_pilon	33.209	268	161	7	5	255	107764	108564	9.10e-29	112
UQX47445.1	6_pilon_pilon	32.530	166	100	4	300	455	107959	108450	3.37e-15	76.3
QIR83838.1	6_pilon_pilon	28.571	273	158	8	20	277	107821	108573	1.32e-19	86.3
PQM29039.1	6_pilon_pilon	27.044	159	105	4	374	529	107950	108402	8.78e-11	62.8
PQM27397.1	6_pilon_pilon	45.500	200	106	3	44	241	107875	108471	2.63e-51	178
TFF53969.1	6_pilon_pilon	33.566	143	86	2	74	207	107950	108378	3.09e-19	85.5
TFF53494.1	6_pilon_pilon	31.356	236	131	10	47	265	107863	108528	2.40e-15	73.9
TFF50418.1	6_pilon_pilon	29.075	227	144	6	43	252	107866	108546	2.48e-12	64.3
RRJ18786.1	6_pilon_pilon	30.726	179	106	6	83	246	108019	108546	3.95e-13	66.6
AZR40669.1	54_pilon_pilon	35.948	153	78	5	6	158	24706	24308	2.94e-15	76.6
AZR40669.1	26_pilon_pilon	31.875	160	94	4	2	152	23695	23234	2.32e-13	70.5
