TIME[H],IMIDACLOPRIDANDLB_IMID2_blanked,IMIDACLOPRIDANDLB_IMID5_blanked,IMIDACLOPRIDANDLB_IMID6_blanked,IMIDACLOPRIDANDLB_IMID8_blanked,IMIDACLOPRIDANDLB_IMID9_blanked
0.0,0.006533332333333336,0.01543333366666666,0.006199998333333345,0.0009666656666666856,0.043666668333333325
0.5,0.006700001999999997,0.016766664999999986,0.006666665333333335,0.0011000013333333364,0.04456666599999999
1.0,0.00633333400000001,0.01956666766666665,0.007466666666666663,0.0011333326666666532,0.048633332333333334
1.5,0.006999999666666645,0.022166664333333322,0.008699998666666639,0.0012666633333333205,0.05626666800000002
2.0,0.0077999979999999886,0.025733331999999998,0.010466667666666665,0.0015666659999999943,0.0651666623333333
2.5,0.008566667666666652,0.03106666599999995,0.012966664999999988,0.00183333166666666,0.07490000133333333
3.0,0.009333332666666652,0.037699995000000014,0.016533330333333332,0.0021666610000000003,0.0855666676666667
3.5,0.010633332333333342,0.046566662666666675,0.021799999,0.0024333326666666627,0.096633333
4.0,0.012666665333333327,0.056966667666666665,0.029666667333333313,0.003033333000000013,0.10823333033333335
4.5,0.015499999333333334,0.06586666933333332,0.04023333433333334,0.003966666999999993,0.120833335
5.0,0.019633332666666684,0.07653333233333334,0.05219999933333336,0.005099999666666674,0.13306666933333333
5.5,0.02563333500000002,0.08749999633333336,0.065333332,0.007100001333333328,0.14563333500000003
6.0,0.03366666533333332,0.098833328,0.07943333200000002,0.00999999800000001,0.15803333400000008
6.5,0.044166669333333325,0.111866663,0.094766667,0.014499999666666666,0.16739999266666666
7.0,0.056066667333333334,0.12539999733333335,0.11183333433333335,0.021099999666666674,0.17069999900000005
7.5,0.06906666366666667,0.13926667,0.12989999866666666,0.02969999633333334,0.1705666786666666
8.0,0.08336666233333331,0.154100006,0.148800001,0.04056666833333333,0.165066672
8.5,0.09860000033333333,0.16636666666666666,0.1668666703333333,0.05263333066666667,0.160866663
9.0,0.11589999999999998,0.18113333999999998,0.18276666633333333,0.06506666566666666,0.15773333866666675
9.5,0.13496666633333332,0.193233331,0.200066656,0.07773333300000003,0.15373333066666664
10.0,0.15466667233333337,0.2081000063333333,0.21556667000000002,0.09046666333333334,0.15250000633333327
10.5,0.17469999166666672,0.21999999900000006,0.23293334233333335,0.10379999866666668,0.14446666833333338
11.0,0.19460001066666666,0.23740001033333336,0.24870000800000003,0.11756666500000003,0.1282666673333333
11.5,0.21296666600000003,0.24316667033333333,0.264199997,0.13196667033333337,0.10760000866666669
12.0,0.23240000033333336,0.25023332233333334,0.2778999906666667,0.14603333166666665,0.10040000833333323
12.5,0.24843333666666667,0.26199998933333335,0.2900333353333333,0.16066666933333335,0.09736666399999999
13.0,0.2645000046666667,0.27299999433333333,0.3003999913333333,0.17533333333333334,0.09783332533333339
13.5,0.2783333336666666,0.2894999956666667,0.3112333396666666,0.1895333306666666,0.09459999466666669
14.0,0.2890666623333334,0.28900000466666664,0.3201666673333334,0.20309999600000006,0.09346666166666662
14.5,0.3008333346666667,0.304066668,0.33486666300000006,0.2171333336666667,0.09389999299999996
15.0,0.31043333333333334,0.323966667,0.3399999986666667,0.2303000043333333,0.09043333199999998
15.5,0.31840000066666674,0.30769999333333337,0.345033333,0.24299999600000005,0.07336667633333327
16.0,0.3266999973333333,0.3181333393333333,0.3554000013333334,0.2557333363333334,0.0688666673333333
16.5,0.33553333100000005,0.33646666000000003,0.370933334,0.26809999333333334,0.07116666966666674
17.0,0.3434000013333333,0.32053333533333334,0.3797666726666667,0.28043333666666664,0.0750333296666667
17.5,0.35223334033333337,0.36056666566666673,0.3805666766666667,0.2918666696666667,0.07643335299999993
18.0,0.3554000056666667,0.351399988,0.3855666716666667,0.30279999966666665,0.059533312666666616
18.5,0.352599998,0.3808333276666667,0.39533333000000004,0.31303333266666666,0.056533346333333345
19.0,0.35653333333333337,0.3733333296666667,0.39923332633333336,0.322933331,0.03943332999999999
19.5,0.36043333466666666,0.41099999800000003,0.3954666603333333,0.3320999986666667,0.013466666333333266
20.0,0.362633333,0.4159333360000001,0.39143333333333336,0.34106666333333335,0.004000002999999919
20.5,0.37056666600000004,0.40959998966666666,0.3999999960000001,0.3496666746666667,0.0
21.0,0.3565333336666667,0.4072666613333334,0.4082000006666667,0.35840000166666675,0.0
21.5,0.35983332966666665,0.411766678,0.40869999933333334,0.3665999966666667,0.0
22.0,0.3654333353333334,0.451300005,0.4199333289999999,0.374666661,0.0
22.5,0.3592666686666667,0.4617000226666666,0.42796664466666673,0.382466664,0.0
23.0,0.3728333363333333,0.4841333183333334,0.40853333000000003,0.390266662,0.0
23.5,0.37906666600000005,0.48639998833333337,0.4185999833333333,0.3972333373333333,0.0
24.0,0.37806666899999997,0.5187666613333333,0.41003333533333336,0.4042333466666666,0.0
24.5,0.38189999233333327,0.5066666803333333,0.4205333296666666,0.4112666649999999,0.0
25.0,0.39226666866666665,0.5466000016666668,0.43070000166666667,0.4186666579999999,0.0
25.5,0.39813331799999996,0.5323333346666668,0.43206666899999996,0.4256000119999999,0.0
26.0,0.37636666533333335,0.542566677,0.43823333600000003,0.4312333266666667,0.0
26.5,0.39186665900000006,0.5697666656666667,0.43583333033333344,0.4378333340000001,0.0
27.0,0.38536666133333336,0.5656999969999998,0.44819999033333335,0.4439666693333333,0.0
27.5,0.38019999400000004,0.5468333313333333,0.4557000056666667,0.4492333283333333,0.0
28.0,0.3684333313333333,0.557599977,0.45270000433333324,0.4549999983333334,0.0
28.5,0.38056667166666663,0.5837333353333334,0.4674333386666667,0.4596666646666666,0.0
29.0,0.39343332766666667,0.6011333416666668,0.469600017,0.4644666863333333,0.0
29.5,0.37683333966666666,0.6101999976666667,0.4587333299999999,0.4699999986666666,0.0
30.0,0.3749666663333333,0.6096666603333334,0.4681000266666666,0.47499999933333326,0.0
30.5,0.38179999366666667,0.6003666593333332,0.4710000033333333,0.47993332933333327,0.0
31.0,0.36429999799999996,0.6287333119999999,0.4614333363333333,0.4848333349999999,0.0
31.5,0.3687000026666667,0.626799996,0.4927333346666666,0.48930000799999995,0.0
32.0,0.3750333290000001,0.6316333413333335,0.4953333336666667,0.4940666753333333,0.0
32.5,0.35480000599999995,0.66293333,0.4799999896666666,0.4988999963333333,0.0
33.0,0.35566666999999996,0.658966653,0.4790333236666667,0.5029666546666667,0.0
33.5,0.36183333133333334,0.6845333453333333,0.4683000026666667,0.5070999936666667,0.0
34.0,0.345833344,0.7016666656666666,0.4725999956666666,0.5118333226666667,0.0
34.5,0.35870000999999996,0.7138333446666667,0.47720000433333337,0.5155333403333333,0.0
35.0,0.35130000333333333,0.7141999926666667,0.46093334,0.5205999933333334,0.0
35.5,0.3503999986666666,0.7015666543333333,0.4557999946666666,0.524266658,0.0
36.0,0.3562000023333333,0.7536666516666668,0.4639000223333332,0.5276999996666667,0.0
36.5,0.35160000366666666,0.7400333406666666,0.45766667766666663,0.5319666789999999,0.0
37.0,0.343766682,0.7351000033333333,0.4808000053333333,0.5352333313333333,0.0
37.5,0.347866672,0.7431000153333334,0.4801333423333334,0.5388666466666666,0.0
38.0,0.3345000023333333,0.7528666626666667,0.48566666999999997,0.542300003,0.0
38.5,0.3441000106666667,0.770133349,0.48909999200000004,0.5464999996666666,0.0
39.0,0.34336667033333335,0.799866664,0.502899992,0.5496999896666668,0.0
39.5,0.3385666686666667,0.8135000146666667,0.49976667566666666,0.5531333363333333,0.0
40.0,0.32679999600000004,0.8105000033333333,0.4950000023333333,0.5561000083333333,0.0
40.5,0.3273333336666666,0.8247666783333334,0.4978333143333332,0.559666656,0.0
41.0,0.33219999366666664,0.8251333359999999,0.4914666736666667,0.5632666473333334,0.0
41.5,0.3382666636666667,0.8605333593333333,0.4895666863333333,0.5656333393333333,0.0
42.0,0.33079999966666673,0.8448333269999999,0.5105666643333333,0.567199998,0.0
42.5,0.32456666500000003,0.8514333396666668,0.523166659,0.5706999926666668,0.0
43.0,0.307933338,0.8170333280000001,0.5166333293333334,0.5724000113333333,0.0
43.5,0.32046666500000004,0.86733333,0.48866667099999994,0.5747999920000001,0.0
44.0,0.325799994,0.8243333026666666,0.49830000866666674,0.576600008,0.0
44.5,0.3159000006666667,0.9267666860000001,0.5183666673333334,0.57926666,0.0
45.0,0.3169999993333334,1.0147333120000002,0.49613334500000006,0.581899998,0.0
45.5,0.306566668,1.0336000046666667,0.4997000023333333,0.584299994,0.0
46.0,0.3018,1.0421333286666667,0.49343333366666664,0.585999983,0.0
46.5,0.296533329,1.0356666970000001,0.4913666766666667,0.5878666566666668,0.0
47.0,0.28730000299999997,1.0507000116666667,0.5118333326666666,0.5903000063333333,0.0
47.5,0.2907333303333333,1.0450333579999997,0.5176333413333333,0.5915000066666667,0.0
48.0,0.2942000006666667,1.0621666883333334,0.536300001,0.5939000026666666,0.0
48.5,0.296266673,1.0382666566666667,0.5058666643333334,0.5953333356666667,0.0
49.0,0.2900666623333333,1.0774999883333332,0.531900011,0.5977333213333335,0.0
49.5,0.29066666466666663,1.0812666466666667,0.5157333463333333,0.6000666666666666,0.0
50.0,0.28403332833333333,1.1095999776666667,0.5080333053333332,0.602033327,0.0
50.5,0.27139999966666667,1.1096999893333335,0.5399666476666667,0.6043333263333333,0.0
51.0,0.29093333600000004,1.108666683,0.5512666749999999,0.6062333236666667,0.0
51.5,0.274266658,1.0864999966666669,0.544166672,0.6082333403333334,0.0
52.0,0.2737333276666667,1.1403333546666667,0.538066675,0.611099998,0.0
52.5,0.2919666666666667,1.1400999826666667,0.5564000010000001,0.6125333313333334,0.0
53.0,0.2847666693333334,1.130733356,0.5468333216666668,0.6138333326666666,0.0
53.5,0.27823332966666664,1.149900019,0.5523999930000001,0.6154333356666668,0.0
54.0,0.270666671,1.1462666616666668,0.5342666629999999,0.6184666576666666,0.0
54.5,0.25486666500000005,1.1697999883333332,0.5471666703333333,0.620233322,0.0
55.0,0.241533334,1.1805333146666666,0.548600003,0.6219000073333334,0.0
55.5,0.2518999923333333,1.174566681,0.5675000103333333,0.624366676,0.0
56.0,0.2523999913333333,1.181499978,0.5559333366666666,0.626100004,0.0
56.5,0.24586666133333335,1.1664000106666668,0.5569333286666667,0.6279000196666666,0.0
57.0,0.2523666673333333,1.1835000263333333,0.544333334,0.629666661,0.0
57.5,0.23419999633333333,1.194900011,0.5844666713333334,0.6304333360000001,0.0
58.0,0.2327666656666667,1.199333317666667,0.606966642,0.6323666846666667,0.0
58.5,0.24140000400000006,1.2069000106666665,0.5796333553333334,0.6346333326666667,0.0
59.0,0.24386666733333334,1.205466633,0.5799666796666665,0.6360999993333333,0.0
59.5,0.2381666706666667,1.2067000173333333,0.5849666700000001,0.6382000150000001,0.0
60.0,0.2306333286666667,1.2198333143333333,0.5792333283333333,0.639233331,0.0
60.5,0.23830000566666665,1.2175333603333336,0.5725000006666666,0.640966664,0.0
61.0,0.22326666133333334,1.219333341,0.590500017,0.6429999973333334,0.0
61.5,0.23309999733333336,1.2242999870000002,0.5984000169999999,0.6455333433333332,0.0
62.0,0.2205666626666667,1.2303999986666667,0.6304000143333333,0.646800014,0.0
62.5,0.2088333366666667,1.232333347,0.6067333369999999,0.6477666746666666,0.0
63.0,0.21426667266666666,1.2293333216666666,0.613966644,0.649700006,0.0
63.5,0.20416665833333336,1.2305333143333332,0.607600006,0.6515666569999998,0.0
64.0,0.21106666600000001,1.2107666656666667,0.5891666736666666,0.6527000189999999,0.0
64.5,0.208166664,1.2418666680000001,0.5806000133333333,0.6546666823333334,0.0
